Institución,Tipo/Código del proceso,Nombre del proceso,Resultado,Monto,Fecha Resultado
Procuraduría para la Defensa de los Derechos Humanos (PDDH),Libre gestión 20200074,Libre Gestión 53/2020 Suministro e instalación de una batería de 12 voltios al carro placa N-17679 asignado a la flota.,Adjudicada,$93.61,13/03/2020
Municipalidad de Ciudad Barrios,Libre gestión 20200008,"ASFALTADO EN TRAMO DE CALLE QUE CONDUCE AL CENTRO ESCOLAR DEL CASERÍO LA ARENERA, CANTÓN SAN MATIAS, MUNICIPIO DE CIUDAD BARRIOS, DEPARTAMENTO DE SAN MIGUEL",Adjudicada,"$47,417.21",13/03/2020
Universidad Católica de El Salvador,Libre gestión 20190174,"CONTRATACIÓN DE SERVICIOS TRANSPORTE TERRESTRE PARA EL TRASLADO DE DOCENTES PARA EL DESARROLLO DE LAS JORNADAS DE FORMACION DE PARVULARIA EN EL MARCO DEL DESARROLLO DEL PROYECTO FORMACION, HABILITACION Y ESCALAFONAMIENTO DOCENTE",Adjudicada,"$1,000.00",13/03/2020
Ministerio de Justicia y Seguridad Pública,Libre gestión 20200081,"MASCARILLAS N-95, GUANTES QUIRURGICOS DE LATEX Y MASCARILLAS RECTANGULARES",Adjudicada,"$1,579.00",13/03/2020
Ministerio de Hacienda (MHDA),Libre gestión 20200175,ADQUISICIÓN DE TUBOS LED,Adjudicada,$643.44,13/03/2020
"Hospital Nacional Rosales, San Salvador",Libre gestión 20200029,"R1.AGUJA LARGA Nº 27, DESCARTABLE, CAPUCHÓN DE FÁCIL ABERTURA CON ADAPTADOR PLÁSTICO, PARA JERINGAS TIPO CARPULE. R2.AGUJA CORTA Nº 30, DESCARTABLE, CAPUCHÓN DE FÁCIL ABERTURA CON ADAPTADOR PLÁSTICO, PARA JERINGAS TIPO CARPULE.. R3.YESO PIEDRA, PARA USO ODONTOLÓGICO, LIBRA.R4.ALGINATO TIPO I, MATERIAL DE IMPRESIÓN, ELÁSTICO, NO TÓXICO, PARA USO DENTAL, FRAGUADO RÁPIDO, 453-454G. R5.TORNILLO DE TITANIO 2.0MM X 5MM. R6.TORNILLO DE TITANIO 2.0MM X7MM.",Adjudicada,"$5,430.15",13/03/2020
Consejo Nacional de la Judicatura,Libre gestión 20200048,"SERVICIO DE UNA LÍNEA TELEFÓNICA MÓVIL ASIGNADA A LA LICENCIADA HILDA DEL CARMEN QUIJANO DE GUARDADO, JEFA DE LA UNIDAD DE COMUNICACIONES Y RELACIONES PÚBLICAS, CON NÚMERO 7859-1841, CON PLAN DE SERVICIOS PARA EL MES DE ENERO 2020.",Adjudicada,$41.30,13/03/2020
"Hospital Nacional Rosales, San Salvador",Libre gestión 20200028,"R1. GEL HIDROSOLUBLE PARA ULTRASONOGRAFIA, ENVASE DE 5 LITROS, ESPECIFICACIONES TECNICAS: SE REQUIERE QUE SEA LIBRE DE ALCOHOL, SAL Y NO CORROSIVO. R2. JALEA LUBRICANTE TUBO O FRASCO DISPENSADOR (120-300) G.",Adjudicada,$523.60,13/03/2020
Municipalidad de Ciudad Barrios,Libre gestión 20200007,"PAVIMENTO ASFÁLTICO EN UN TRAMO DE CALLE EN COLONIA BOILLAT, MUNICIPIO DE CIUDAD BARRIOS DEPARTAMENTO DE SAN MIGUEL",Adjudicada,"$48,490.80",13/03/2020
Fondo de Inversión Social para el Desarrollo Local (FISDL),Libre gestión 20200007,Libre Gestión No. LG-10/2020-FISDL ¿CONTRATACIÓN DE SERVICIOS DE IMPRESIÓN Y ESCANEO DE PLANOS Y OTROS DOCUMENTOS¿.,Adjudicada,"$6,000.00",13/03/2020
Consejo Nacional de la Judicatura,Libre gestión 20200047,"SERVICIO DE UNA LÍNEA TELEFÓNICA MÓVIL ASIGNADA A LA LICENCIADA SUSSY AYALA, COLABORADORA DE PRENSA DE LA UNIDAD DE COMUNICACIONES Y RELACIONES PÚBICAS DEL CNJ CON EL NÚMERO 7920-6087, CON PLAN DE SERVICIOS PARA EL MES DE ENERO 2020",Adjudicada,$57.43,13/03/2020
,,Monto Total Adjudicado:,,"$47,047,240.53",
Consejo Nacional de la Niñez y de la Adolescencia (CONNA),Libre gestión 20200015,SERVICIO DE PUBLICACIÓN EN PERIÓDICO DE MAYOR CIRCULACIÓN NACIONAL: ¿CONVOCATORIA PARA LA ELECCIÓN DE TERNAS DE REPRESENTANTES DE LA SOCIEDAD CIVIL EN LA JUNTA DIRECTIVA DE LA OFICINA PARA ADOPCIONES (OPA)¿.,Adjudicada,$352.56,13/03/2020
Academia Nacional de Seguridad Pública,Libre gestión LG-0179-2020,ADQUISICIÓN DE SOLVENTES (Sección de Recursos Académicos y Biblioteca),Adjudicado,"$4,648.35",13/03/2020
Ministerio de Hacienda (MHDA),Libre gestión 20200174,ADQUISICIÓN DE MATERIAL ELÉCTRICO,Adjudicada,"$1,311.55",13/03/2020
Universidad Católica de El Salvador,Libre gestión 20190166,"CONTRATACIÓN DE SERVICIOS TRANSPORTE TERRESTRE PARA EL TRASLADO DE ESTUDIANTES AL SEGUNDO RECITAL DE MUSICA EN EL MARCO DEL DESARROLLO DEL PROYECTO FORMACION, HABILITACION Y ESCALAFONAMIENTO DOCENTE",Adjudicada,"$4,201.35",13/03/2020
Municipalidad de Tecoluca,Libre gestión 20190133,CONTRATACION DE 11 SERVICIOS DIVERSOS DE CAPACITACIONES,Adjudicada,"$1,980.00",13/03/2020
Fondo para la Atención a las Victimas de Accidentes de Tránsito (FONAT),Libre gestión 20200006,VER SOLICITUD DE COTIZACIÓN Y ANEXO No. 1,Adjudicada,"$9,442.80",13/03/2020
Superintendencia del Sistema Financiero,Libre gestión 20200074,"INSCRIPCIÓN DE PARTICIPANTES EN EL FORO DENOMINADO: MUJERES IMPARABLES 2020 ¿EL PODER DE DAR UN PASO MÁS¿,SEGÚN TÉRMINOS DE REFERENCIA ANEXOS.",Adjudicada,$250.00,13/03/2020
Ministerio de Justicia y Seguridad Pública,Libre gestión 20200133,ADJUDICADO. TRES COMPUTADORAS PORTATILES (LAPTOP} CNA-MJSP,Adjudicada,"$3,102.00",13/03/2020
Municipalidad de Tonacatepeque,Libre gestión 20200009,SUMINISTRO DE INSUMOS DE LIMPIEZA Y CONSUMO. VER ARCHIVO ADJUNTO,Adjudicada,$720.00,13/03/2020
Consejo Nacional de la Judicatura,Libre gestión 20200056,"SUMINISTRO E INSTALACION DE LAMPARA DE EMERGENCIA,PARA SER INSTALADA EN SALON DE USOS MULTIPLES,EDIFICIO PRINCIPAL.",Adjudicada,$45.00,13/03/2020
Ministerio de Relaciones Exteriores (RR.EE.),Libre gestión 20200072,"ADQUISICIÓN DE INSUMOS PARA CLÍNICA ODONTOLÓGICA DE ESTA SEDE, SEGÚN DETALLE EN ADJUNTO.",Adjudicada,"$1,855.32",13/03/2020
Universidad Católica de El Salvador,Libre gestión 20190165,"SEGUNDA COMPRA DE IMPLEMENTOS DEPORTIVOS PARA LAS INSTITUCIONES QUE IMPLEMENTAN EL BACHILLERATO TECNICO MUSICAL EN EL MARCO DEL PROYECTO FORMACION, HABILITACION Y ESCALAFONAMIENTO DOCENTE",Adjudicada,"$21,722.00",13/03/2020
Ministerio de Justicia y Seguridad Pública,Libre gestión 20200053,ADQUISICIÓN DE MATERIALES PARA REALIZAR TRABAJOS DE MANTENIMIENTO EN LAS INSTALACIONES DEL MINISTERIO DE JUSTICIA Y SEGURIDAD PÚBLICA,Adjudicada,"$10,981.10",13/03/2020
Municipalidad de Sesori,Libre gestión 20200009,CONSTRUCCIÓN DE OFICINA PARA UNIDAD DE CONVIVENCIA CIUDADANA Y MEDIACIÓN EN INSTALACIONES DE ALCALDÍA MUNICIPAL DE SESORI.,Adjudicada,"$31,994.26",13/03/2020
Municipalidad de San Antonio Del Monte,Libre gestión 20200157,POR COMPRA DE LOS SIGUIENTE REPUESTOS PARA PICK-UP NISSAN AÑO 2000 PROPIEDAD DE ESTA MUNICIPALIDAD REGULADOR DE CARGA CARBONES DE ALTERNADOR VALVULA SELENOIDE DE BOMBA DE INYECCION,Adjudicada,$175.00,13/03/2020
,,Monto Total Adjudicado:,,"$47,047,240.53",
Municipalidad de San Antonio Del Monte,Libre gestión 20200158,SERVICIOS DE MANTENIMIENTO DEL PICK-UP TOYOTA HILUX AÑO 1992 PROPIEDAD DE ESTA MUNICIPALIDAD,Adjudicada,$310.80,13/03/2020
Municipalidad de Sesori,Libre gestión 20200008,"CONSTRUCCIÓN DE CONCRETO HIDRÁULICO, BADÉN, CORDÓN Y CANALETA EN CALLE DEL CASERÍO LA LEONOR, CANTÓN MANAGUARA, MUNICIPIO DE SESORI.",Adjudicada,"$21,466.03",13/03/2020
Defensoría del Consumidor,Libre gestión 20200043,180 FRASCOS DE ALCOHOL ETÍLICO 90% PARA MANOS DE 500 ML DISPENSADOR MARCA VENCIMIENTO TIEMPO DE ENTREGA FORMA DE PAGO CRÉDITO A 60 DÍAS COPIA DE NIT COPIA DE TARJETA DE IVA PRECIO UNITARIO CON IVA INCLUIDO MÁXIMO DOS DECIMALES MONTO TOTAL,Adjudicada,$495.00,13/03/2020
Municipalidad de Sesori,Libre gestión 20200007,"CONSTRUCCION DE CASA COMUNAL Y OBRAS COMPLEMENTARIAS EN CASERIO EL CORDONCILLO, CANTON MANAGUARA, MUNICIPIO DE SESORI, DEPARTAMENTO DE SAN MIGUEL.",Adjudicada,"$44,618.52",13/03/2020
Defensoría del Consumidor,Libre gestión 20200038,850 CAJAS NORMALIZADAS DE CARTÓN TROQUELADAS CON IMPRESIÓN A UNA TINTA EN COLOR AZUL EN DOS POSICIONES 500 UNIDADES CAJA TROQUELADAS DOBLE PARED ARMADO AUTOMÁTICO SE ADJUNTAN ESPECIFICACIONES PRESENTAR MUESTRA DE LAS CAJAS OFERTADAS COPIA DE NIT COPIA DE TARJETA DE IVA COPIA DE CERTIFICACIÓN MYPE SI (CUENTA) PRECIO UNITARIO CON IVA INCLUIDO MÁXIMO DOS DECIMALES TIEMPO DE ENTREGA FORMA DE PAGO CRÉDITO A 60 DÍAS,Adjudicada,"$3,510.00",13/03/2020
Municipalidad de Sesori,Libre gestión 20200006,"CONCRETEADO DE TRAMO DE CALLE EN BARRIO EL CALVARIO, MUNICIPIO DE SESORI, DEPARTAMENTO DE SAN MIGUEL.",Adjudicada,"$31,656.71",13/03/2020
Universidad Católica de El Salvador,Libre gestión 20190164,"CONTRATACIÓN DE SERVICIOS TRANSPORTE TERRESTRE PARA EL TRASLADO DE INSTRUMENTOS MUSICALES EN EL MARCO DEL DESARROLLO DEL PROYECTO FORMACION, HABILITACION Y ESCALAFONAMIENTO DOCENTE",Adjudicada,$150.00,13/03/2020
Universidad Católica de El Salvador,Libre gestión 20190163,"SERVICIO DE ALIMENTACION PARA EL RECITAL MUSICAL DE LOS BACHILLERATOS TÉCNICOS VOCACIONAL EN EXPRESIONES ARTÍSTICAS EN EL MARCO DEL PROYECTO FORMACION, HABILITACION Y ESCALAFONAMIENTO DOCENTE",Adjudicada,"$3,000.00",13/03/2020
"Hospital Nacional de Jiquilisco, Usulután",Libre gestión 20200022,LLANTAS Y NEUMÁTICOS,Adjudicada,$725.00,13/03/2020
"Hospital Nacional ""San Pedro"", Usulután",Libre gestión 20200042,SUMINISTRO DE TONER PARA IMPRESORES,Adjudicada,$408.00,13/03/2020
"Hospital Nacional de Jiquilisco, Usulután",Libre gestión 20200024,FORMULARIOS DE RECETAS DE MEDICAMENTOS Y OTROS.,Adjudicada,"$1,105.25",13/03/2020
"Hospital Nacional de Jiquilisco, Usulután",Libre gestión 20200025,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE IMPRESOR Y FOTOCOPIADORA MULTIFUNCIONAL.,Adjudicada,$559.35,13/03/2020
Ministerio de Justicia y Seguridad Pública,Contratación directa CD-01/2020-MJSP,"Contratación Directa No. CD-01/2020-MJSP, denominada ¿Obras para Programa de Infraestructura para Recuperación, Dinamización de Espacios Públicos, Zona Central Fase I, a través del Ministerio de Justicia y Seguridad Publica, Código de Inversión SIIP 6963¿.",Adjudicada,"$425,975.00",13/03/2020
Ministerio de Justicia y Seguridad Pública,Contratación directa CD-02/2020-MJSP,"Contratación Directa No. CD-02/2020-MJSP, denominada ¿Obras para Programa de Infraestructura para Recuperación, Dinamización de Espacios Públicos, Zona Occidental Fase I, a través del Ministerio de Justicia y Seguridad Publica, Código de Inversión SIIP 6963¿",Adjudicada,"$459,850.87",13/03/2020
"Hospital Nacional de Nueva Concepción, Chalatenango",Licitación/Concurso LP-01/2020,"CONTRATO DE SUMINISTRO DE INSUMOS MÉDICOS, ODONTOLOGÍA Y DE LABORATORIO CLÍNICO PARA EL HOSPITAL NACIONAL NUEVA CONCEPCIÓN PARA EL AÑO 2020",Adjudicada,"$64,039.97",13/03/2020
,,Monto Total Adjudicado:,,"$47,047,240.53",
Administración Nacional de Acueductos y Alcantarillados (ANDA),Licitación/Concurso LP-07/2020,"SUMINISTRO DE TUBERÍAS Y ACCESORIOS DE HIERRO FUNDIDO, ACERO INOXIDABLE, HIERRO GALVANIZADO, BRONCE Y HIERRO DUCTIL, PARA EL MANTENIMIENTO DE LA RED DE DISTRIBUCIÓN DE AGUA POTABLE Y RED DE AGUAS NEGRAS DE ANDA, PARA EL AÑO 2020",Adjudicada,"$972,505.85",13/03/2020
Administración Nacional de Acueductos y Alcantarillados (ANDA),Licitación/Concurso LP-09/2020,"SUMINISTRO DE CALZADO PARA EL PERSONAL DE ANDA, AÑO 2020",Adjudicada,"$382,157.45",13/03/2020
Administración Nacional de Acueductos y Alcantarillados (ANDA),Licitación/Concurso LP-25/2020,"¿SUMINISTRO DE 10,000 KILOGRAMOS DE POLÍMERO DE ALTA TURBIDEZ, AÑO 2020¿.",Adjudicada,$536.75,13/03/2020
Municipalidad de Cuisnahuat,Licitación/Concurso LP No. 01-R/358050-2020/AMC-FISDL,SELECCIÓN DEL REALIZADOR PARA PROYECTO: ¿INTRODUCCION DE ENERGIA ELECTRICA EN CASERIOS DE CUISNAHUAT DEPARTAMENTO DE CÓDIGO: 358050,Adjudicada,"$123,720.09",13/03/2020
Municipalidad de El Paisnal,Licitación/Concurso LP 01/2020,Construcción de polideportivo,Adjudicada,"$117,317.72",13/03/2020
Municipalidad de Izalco,Libre gestión 20200252,"COMPRA DE 3 COMPUERTAS PARA PICK UP , 1 RESPALDO PARA PICK UP QUE SERAN UTILIZADOS EN KIA N 7-997 PROPIEDAD DE ESTA MUNICIPALIDAD",Adjudicada,"$1,500.00",13/03/2020
Municipalidad de Izalco,Libre gestión 20200227,ADQUISICION DE DOS CONCRETERAS DE UNA BOLSA,Adjudicada,"$3,390.00",13/03/2020
Municipalidad de Izalco,Libre gestión 20200175,SERVICIO DE RECARGA DE 4 TAMBOS DE GAS QUE SERAN UTILIZADOS EN TALLER DE PANADERÍA Y PASTELERIA DE LA UNIDAD DE LA MUJER,Adjudicada,$60.00,13/03/2020
Municipalidad de Metapán,Libre gestión 20200060,SERVICIO DE MANTENIMIENTO PARA MOTONIVELADORA.,Adjudicada,"$5,625.00",12/03/2020
Universidad Católica de El Salvador,Libre gestión 20190162,"COMPRA DE INSUMOS VARIOS PARA LA CASA DE CODIFICACION Y DIGITACION DEL ERCE EN EL MARCO DEL PROYECTO FORMACION, HABILITACION Y ESCALAFONAMIENTO DOCENTE",Adjudicada,$619.60,12/03/2020
Universidad Católica de El Salvador,Libre gestión 20190161,"COMPRA DE INSTRUMENTOS MUSICALES PARA LAS INSTITUCIONES QUE IMPLEMENTAN EL BACHILLERATO TECNICO MUSICAL EN EL MARCO DEL PROYECTO FORMACION, HABILITACION Y ESCALAFONAMIENTO DOCENTE",Adjudicada,"$36,229.44",12/03/2020
Superintendencia del Sistema Financiero,Libre gestión 20200073,SERVICIO DE UNA PIPA CISTERNA PARA DISTRIBUCIÓN DE AGUA,Adjudicada,$350.00,12/03/2020
Ministerio de Justicia y Seguridad Pública,Libre gestión 20200130,SERVICIO DE PUBLICACION DE AVISO E LOS SIGUIENTES PROCESOS: LA-DR-CAFTA-LA-12/2020-MJSP. LA-DR-CAFTA-LA-13/2020-MJSP,Adjudicada,$203.40,12/03/2020
Ministerio de Justicia y Seguridad Pública,Libre gestión 20200056,RECARGA DE EXTINTORES DE LA ILEASS Y LA DGCI.,Adjudicada,"$1,389.71",12/03/2020
Municipalidad de Tonacatepeque,Libre gestión 20200022,SUMINISTRO DE PASTILLAS Y ZAPATAS PARA EL EQUIPO #26. VER ARCHIVO ADJUNTO,Adjudicada,$397.65,12/03/2020
,,Monto Total Adjudicado:,,"$47,047,240.53",
Municipalidad de Tonacatepeque,Libre gestión 20200021,SUMINISTRO DE PASTILLAS PARA EQUIPO #22. VER ARCHIVO ADJUNTO,Adjudicada,$421.25,12/03/2020
Municipalidad de Tonacatepeque,Libre gestión 20200020,JUEGO DE PASTILLAS PARA EL EQUIPO #24. VER ARCHIVO ADJUNTO,Adjudicada,$421.75,12/03/2020
Municipalidad de Tonacatepeque,Libre gestión 20200019,SUMINISTRO DE JUEGOS DE PASTILLAS. PARA EL EQUIPO #01. VER ARCHIVO ADJUNTO,Adjudicada,$520.00,12/03/2020
Municipalidad de Tonacatepeque,Libre gestión 20200018,SUMINISTRO DE FILTROS Y GALONES DE ACEITE PARA EQUIPO #01. VER ARCHIVO ADJUNTO,Adjudicada,$510.30,12/03/2020
Municipalidad de Izalco,Libre gestión 20200218,SERVICIO DE CONTRATACION DE DOCTOR PARA JORNADA MEDICA EL DÍA SABADO 29 DE FEBRERO EN CANTÓN SAN ISIDRO,Adjudicada,$56.00,12/03/2020
Municipalidad de Tonacatepeque,Libre gestión 20200017,SUMINISTRO DE FILTROS PARA EL EQUIPO #24. VER ARCHIVO ADJUNTO,Adjudicada,$218.70,12/03/2020
Consejo Nacional de Calidad (CNC),Libre gestión 20200076,Contratación de experto técnico por 2 días para la evaluación de renovación de la acreditación de 11 ensayos a laboratorio con registro LEA-05:16,Adjudicada,$250.00,12/03/2020
Ministerio de Hacienda (MHDA),Libre gestión 20200166,ADQUISICIÓN DE ALCOHOL GEL,Adjudicada,"$5,500.00",12/03/2020
Municipalidad de Tonacatepeque,Libre gestión 20200016,SUMINISTRO DE FILTROS PARA EQUIPO #22. VER ARCHIVO ADJUNTO,Adjudicada,$218.70,12/03/2020
Municipalidad de Tonacatepeque,Libre gestión 20200015,SUMINISTRO DE FILTROS PARA EL EQUIPO #26. VER ARCHIVO ADJUNTO,Adjudicada,$212.40,12/03/2020
Comisión Nacional de la Micro y Pequeña Empresa (CONAMYPE),Libre gestión 20200049,"Instalación de 72 Cortinas roller black out en diferentes tamaños de ventanas, con un total de 160 metros cuadrados. Color gris.",Adjudicada,"$6,147.20",12/03/2020
Instituto Salvadoreño de Formación Profesional (INSAFORP),Libre gestión 20200419,COMPRA DE SETENTA DISPENSADORES DE JABON LIQUIDO. PLAN DE CONTINGENCIA PARA PREVENSIÓN DE COVID-19.,Adjudicada,$416.50,12/03/2020
Municipalidad de San Salvador,Libre gestión 20200154,"SE REQUIERE: 50- PAQ BOLSAS PLÁSTICAS PARA BASURA 25X35, 6- JABÓN LAVA TRASTES PARA SANITARIOS,(VER ARCHIVO ANEXO CON ESPECIFICACIONES TÉCNICAS) ENVIAR COTIZACIONES PARA: ADMINISTRACIÓN GENERAL DE CEMENTERIOS DEL MUNICIPIO DE SAN SALVADOR, ATENCIÓN A: PATRICIA DE AYALA, CORREO: mpruiz@sansalvador.gob.sv.",Adjudicada,$55.50,12/03/2020
Municipalidad de San Salvador,Libre gestión 20200179,"SE REQUIEREN: 20 ATAÚDES OCHAVADO ESTÁNDAR, 5 ATAÚDES OCHAVADOS DUQUESA, 9-ATAÚDES CUADRADO DUQUESA, 4- ATAUDES ROMANOS ESPECIALES, 4- ATAUDES AMERICANO CON BARRAS,(VER ARCHIVO ANEXO CON ESPECIFICACIONES TÉCNICAS) ENVIAR COTIZACIONES PARA: ADMINISTRACIÓN GENERAL DE CEMENTERIOS DEL MUNICIPIO DE SAN SALVADOR, ATENCIÓN A: PATRICIA DE AYALA, CORREO: mpruiz@sansalvador.gob.sv.",Adjudicada,"$3,344.00",12/03/2020
Universidad Católica de El Salvador,Libre gestión 20190159,"SEGUNDA COMPRA DE PAPELERIA Y UTILES PARA JORNADAS DE RECUPERACION DE PRIMERA INFANCIA (BLOQUE 2) DEL PROYECTO FORMACION, HABILITACION Y ESCALAFONAMIENTO DOCENTE",Adjudicada,$128.88,12/03/2020
,,Monto Total Adjudicado:,,"$47,047,240.53",
Corte Suprema de Justicia (CSJ),Libre gestión 20200052,SUMINISTRO DE EDITORES DE VIDEO. Ver detalles en documento adjunto.,Adjudicada,"$3,681.00",12/03/2020
"Hospital Nacional ""San Pedro"", Usulután",Libre gestión 20200003,"SUMINISTRO DE: COMBUSTIBLE ¿ACEITE DIESEL¿, CON SERVICIO DE CAMIÓN CISTERNA",Adjudicada,"$12,480.00",12/03/2020
"Hospital Nacional ""Dr. Juan José Fernández"", Zacamil, Mejicanos, San Salvador",Libre gestión 20200071,INSUMOS MEDICOS HOSPITALARIOS,Adjudicada,"$5,760.00",12/03/2020
Municipalidad de Metapán,Libre gestión 20200061,TROFEOS Y PELOTAS,Adjudicada,"$3,968.75",12/03/2020
"Hospital Nacional ""Santa Gertrudis"", San Vicente",Libre gestión 20200037,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE POZOS DE AGUA,Adjudicada,"$3,616.00",12/03/2020
Defensoría del Consumidor,Libre gestión 20180103,"SERVICIOS DE TELEFONIA FIJA Y CELULAR PARA LAS OFICINAS DE LA DEFENSORÍA DEL CONSUMIDOR"" TDR 06/2019",Adjudicada,"$30,000.00",12/03/2020
Banco de Fomento Agropecuario (BFA),Libre gestión 20200083,RENOVACION DE SUSCRIPCIONES PARA LA INFRAESTRUCTURA DE SISTEMA OPERATIVO REDHAT Y REDHAT JBOSS FUSE,Adjudicada,"$37,212.36",12/03/2020
Universidad Católica de El Salvador,Libre gestión 20190158,"CONTRATACIÓN DE SERVICIOS TRANSPORTE TERRESTRE PARA EL TRASLADO DE ESTUDIANTES AL CERTAMEN NACIONAL DE ORATORIA EN EL MARCO DEL DESARROLLO DEL PROYECTO FORMACION, HABILITACION Y ESCALAFONAMIENTO DOCENTE",Adjudicada,$550.00,12/03/2020
Registro Nacional de Personas Naturales (RNPN),Libre gestión 20200028,"Instalación de vidrio y aluminio en forma de L, en oficina de Presidencia del RNPN",Adjudicada,$895.00,12/03/2020
Consejo Nacional de la Judicatura,Libre gestión LG-0309-2020,ADQUISICION DE 3 MEMORIAS USB PARA EL AREA DE ACTIVO FIJO,Declarada Desierta,,12/03/2020
Fondo Social para la Vivienda (FSV),Libre gestión 20200103,"Suministro de materiales varios de ferretería, según anexo",Adjudicada,$398.65,12/03/2020
"Hospital Nacional ""Santa Gertrudis"", San Vicente",Libre gestión 20200027,SERVICIO DE MANTENIMIENTO CORRECTIVO PARA ESTERILIZADOR A VAPOR HUMEDO Y SECO,Adjudicada,"$12,575.00",12/03/2020
Instituto de Previsión Social de la Fuerza Armada (IPSFA),Libre gestión 20200064,COMPRA DE FACTURAS CONSUMIDOR FINAL.,Adjudicada,$263.70,12/03/2020
Ministerio de Hacienda (MHDA),Libre gestión 20200168,ADQUISICIÓN DE REACTIVOS DE LABORATORIO DE LA DGA,Adjudicada,"$4,006.61",12/03/2020
Universidad Católica de El Salvador,Libre gestión 20190156,"COMPRA DE INSUMOS ALIMENTICIOS VARIOS PARA LA CASA DE CODIFICACION Y DIGITACION DEL ERCE EN EL MARCO DEL PROYECTO FORMACION, HABILITACION Y ESCALAFONAMIENTO DOCENTE",Adjudicada,$29.10,12/03/2020
,,Monto Total Adjudicado:,,"$47,047,240.53",
Fondo Nacional de Vivienda Popular (FONAVIPO),Libre gestión 20200158,COMPRA URGENTE DE 6 CAJAS DE MASCARILLAS INDUSTRIAL PARA PERSONAL DE CAMPO,Adjudicada,$59.94,12/03/2020
Instituto Salvadoreño para el Desarrollo de la Mujer (ISDEMU),Libre gestión 20200051,ADQUISICIÓN DE ALCOHOL GEL Y DISPENSADORES PARA USO DEL PERSONAL EN LAS OFICINAS DE ISDEMU A NIVEL NACIONAL,Adjudicada,"$5,362.50",12/03/2020
Universidad Católica de El Salvador,Libre gestión 20190152,"SERVICIO DE ALIMENTACION PARA LA FORMACIÓN A DOCENTES DE LOS BACHILLERATOS TÉCNICOS VOCACIONAL EN EXPRESIONES ARTÍSTICAS EN EL MARCO DEL PROYECTO FORMACION, HABILITACION Y ESCALAFONAMIENTO DOCENTE",Adjudicada,$180.00,12/03/2020
Universidad Católica de El Salvador,Libre gestión 20190150,"CONTRATACIÓN DE SERVICIOS TRANSPORTE TERRESTRE PARA EL TRASLADO DE DOCENTES PARA EL DESARROLLO DE LAS JORNADAS DE FORMACION DE PARVULARIA EN EL MARCO DEL DESARROLLO DEL PROYECTO FORMACION, HABILITACION Y ESCALAFONAMIENTO DOCENTE",Adjudicada,$180.00,12/03/2020
"Hospital Nacional ""San Pedro"", Usulután",Libre gestión 20200018,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA UN ASCENSOR MARCA SAKURA TIPO CAMILLERO 6 NIVELES,Adjudicada,"$2,486.00",12/03/2020
Universidad Católica de El Salvador,Libre gestión 20190149,"COMPRA DE MATERIAL DIDACTICO PARA JORNADAS DE FORMACION DE DOCENTES DE PARVULARIA EN EL MARCO DEL PROYECTO FORMACION, HABILITACION Y ESCALAFONAMIENTO DOCENTE",Adjudicada,"$1,046.69",12/03/2020
Ministerio de Justicia y Seguridad Pública,Libre gestión 20200058,"CONSULTORIA PARA PERSONAS NATURALES PARA FORTALECIMIENTO DE LOS COMITES MUNICIPALES DE PREVENCION DE LA VIOLENCIA, EN EL MARCO DEL PROGRAMA DE APOYO PRESUPUESTARIO AL PLAN EL SALVADOR SEGURO.CONVENIO DE FINANCIACION LA/2017/40-134,PROYECTO SIIP 6967",Adjudicada,"$61,400.00",12/03/2020
Corte Suprema de Justicia (CSJ),Libre gestión 20200065,"SUMINISTRO DE PRODUCTOS DE FERRETERIA, LUMINARIAS II, PARA EL ORGANO JUDICIAL. Ver detalles en documento adjunto.",Adjudicada,"$9,211.86",12/03/2020
Corte de Cuentas de la República (CCR),Libre gestión 20200011,SERVICIO DE RECTIFICADO EN TORNO PARA PIEZAS DE VEHÍCULOS PROPIEDAD DE LA CCR.,Adjudicada,"$2,000.00",12/03/2020
Universidad Católica de El Salvador,Libre gestión 20190144,CONTRATACIÓN DE SERVICIOS TRANSPORTE TERRESTRE PARA EL TRASLADO DE DOCENTES PARA EL DESARROLLO DE LAS JORNADAS DE FORMACION DE PRIMERA INFANCIA EN EL MARCO DEL,Adjudicada,$700.00,12/03/2020
