Institución,Código del proceso/Tipo,Nombre del proceso,Inscripción,Fecha de Convocatoria,Tipo Cotización
"Hospital Nacional ""San Pedro"", Usulután",20200007  Libre gestión,SUMINISTRO DE FERRETERIA,No Vigente,20/01/2020,Presencial
Banco de Fomento Agropecuario (BFA),20200039  Libre gestión,"MANTENIMIENTO PREVENTIVO PARA VEHICULO SUZUKI JIMNY PLACA N-5553 EQ. 923, ASIGNADO A LA SUBGERENCIA DE CENTROS DE SERVICIO.",No Vigente,20/01/2020,Presencial
Banco de Fomento Agropecuario (BFA),LP 01-2020  Licitación/Concurso,SUMINISTRO DE VALES DE COMBUSTIBLE Y/O TARJETA DE FLOTA DE COMBUSTIBLE PARA LOS VEHÍCULOS DEL BFA,No Vigente,20/01/2020,Presencial
Municipalidad de San Salvador,20200056  Libre gestión,CONTRATACIÓN DE SERVICIOS PROFESIONALES DE 1 PRESENTADOR/ ANIMADOR PARA 3 COMPETENCIAS DE FREESTYLE QUE SERÁN REALIZADAS EN LAS SIGUIENTES FECHAS: 08.02.2020 04.04.2020 16.05.2020 FAVOR MANDAR OFERTAS AL CORREO raul.imj23@gmail.com,No Vigente,20/01/2020,Presencial
Instituto Salvadoreño del Seguro Social (ISSS),20200016  Libre gestión,"""SUMINISTRO DE AGUA PURIFICADA EN GARRAFAS DE 5 GALONES PARA EL AÑO 2020. PARA LA UNIDAD DE PENSIONES DEL ISSS""",No Vigente,20/01/2020,Presencial
"Hospital Nacional ""San Rafael"", Santa Tecla, La Libertad",20200012  Libre gestión,S/Cotización 16/2020 - Papelería,No Vigente,20/01/2020,Presencial
"Hospital Nacional ""San Pedro"", Usulután",20200008  Libre gestión,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO Y SUMINISTRO DE REPUESTOS PARA LAVADORA,No Vigente,20/01/2020,Presencial
Municipalidad de San Cayetano Istepeque,20200001  Libre gestión,ADQUISICON DE CAMION DE 4 TONELADAS,No Vigente,20/01/2020,Presencial
Municipalidad de Nueva Trinidad,20200006  Libre gestión,Servicios Profesionales para Supervisión Eléctrica,No Vigente,20/01/2020,Presencial
Municipalidad de Metapán,20200013  Libre gestión,CERAMICO YCIELO FALSO: PARA EL PROYECTO 20002 REMODELACION DE CASA COMUNAL Y CONSTRUCCION DE SERVICIOS SANITARIOS EN MUNICIPIO DE METAPAN,No Vigente,20/01/2020,Presencial
Oficina de Planificación del área metropolitana de San Salvador (OPAMSS),20200008  Libre gestión,COMPRA DE BOLESTO AEREO PARA EL EXTERIOR,No Vigente,20/01/2020,Presencial
Municipalidad de Nueva Trinidad,20200009  Libre gestión,Servicios de Supervisión en Electricidad,No Vigente,20/01/2020,Presencial
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),CEL-LP 01/20  Licitación/Concurso,ADQUISICIÓN DE DOS REGULADORES DE VELOCIDAD DE TURBINA PARA LA CENTRAL HIDROELÉCTRICA 5 DE NOVIEMBRE.,No Vigente,20/01/2020,Presencial
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),20200008  Libre gestión,RENOVACIÓN DE DERECHOS DE ACTUALIZACION DE SOFTWARE DE SEGURIDAD ELECTRÓNICA PARA EQUIPOS DE CÓMPUTO,No Vigente,20/01/2020,Presencial
Organismo Promotor de Exportaciones e Inversiones de El Salvador (PROESA),20200006  Libre gestión,"Suministro e Instalación de Interruptores, Tomas eléctricos y Desmontaje de Aires Acondicionados",No Vigente,20/01/2020,Presencial
Municipalidad de San Luis La Herradura,20200047  Libre gestión,BANNER PARA TRADICIONAL CARNAVAL DE LA SIRENA,No Vigente,20/01/2020,Presencial
Municipalidad de San Luis La Herradura,20200062  Libre gestión,MANTENIMIENTO DE VEHICULOS MUNICIPALES,No Vigente,20/01/2020,Presencial
Municipalidad de San Luis La Herradura,20200066  Libre gestión,"COMPRA DE ACCESORIOS PARA CAMION DEL MANEJO INTEGRAL DE DESECHOS SOLIDOS, SAN LUIS LA HERRADURA 2020",No Vigente,20/01/2020,Presencial
Banco de Desarrollo de El Salvador (BANDESAL),20200041  Libre gestión,Servicios de mantenimiento preventivo y correctivo de impresores multifuncionales para BANDESAL y los fondos que administra,No Vigente,20/01/2020,Presencial
"Ministerio de Obras Públicas, Transporte y de Vivienda y Desarrollo Urbano (MOP)",20200029  Libre gestión,CONTRATACION DE UNA AGENCIA DE PUBLICIDAD PARA COLOCACION DE PUBLICACIONES EN UN MEDIO DE PRENSA ESCRITA,No Vigente,20/01/2020,Presencial
Ministerio de Relaciones Exteriores (RR.EE.),20200018  Libre gestión,Alquiler de andamios por el periodo de 2 meses para trabajos de pintura de paredes exteriores de las instalaciones de la Sede. 24 Módulos de andamios de 1.92X1.55X3.00 mts. (2 marcos y 2 crucetas). 16 Plataformas 3.00 mts. 16 rodos para andamio. Detalle en archivo adjunto.,No Vigente,20/01/2020,Presencial
Instituto Salvadoreño de Transformación Agraria (ISTA),20200006  Libre gestión,PUBLICACIÓN DE AVISO DE CONVOCATORIA LP ISTA 02/2020,No Vigente,20/01/2020,Presencial
Procuraduría para la Defensa de los Derechos Humanos (PDDH),20200036  Libre gestión,"Libre Gestión N° 14/2020 Mantenimiento preventivo y correctivo a los vehículos N-11507, N-11485 y P-738837",No Vigente,20/01/2020,Presencial
Municipalidad de Suchitoto,20200018  Libre gestión,"Compra de Suministros de Limpieza para Mantenimiento del Centro Turístico Puerto San Juan, Municipio de Suchitoto",No Vigente,20/01/2020,Presencial
Corporación Salvadoreña de Turismo (CORSATUR),20200004  Libre gestión,"Suministro de materiales de oficinas tales como: papel, cartón y materiales informáticos para ejecutar en local los eventos y/o encuentros de impulso a inversión y emprendedurismo turistico-2020.Ver Especificaciones Técnicas y anexos en archivos adjuntos. Única fecha para presentar oferta 28 de Enero de 2020. Horario de 8:30 am a 12:30 md. Establecer en oferta crédito/. Completar Formulario de Identificación del Ofertante. Cotización Firmada y Numerada en cada una de sus páginas. El ofertante ganador deberá presentar declaración de integridad con firma legalizada por Notario Según aplique (P. Natural o P. Jurídica) Establecer en oferta que no se encuentra en ninguna de las situaciones previstas en el Art. 25 Ley LACAP, Ni impedido para participar como ofertante, por no encontrarme en ninguna de las situaciones previstas en el Art. 26 LACAP",No Vigente,20/01/2020,Presencial
Ministerio de Hacienda (MHDA),20200047  Libre gestión,CAFETERA,No Vigente,20/01/2020,Presencial
Municipalidad de San Salvador,20200051  Libre gestión,Se requiere la compra de 4 Paquetes escolares según detalle siguiente: 1- paquete para Primer ciclo 2- paquetes escolares para Segundo ciclo 1- paquete escolar para Tercer ciclo Favor enviar cotización al correo: pmarroquinamss@gmail.com Se anexa detalle del contenido de cada paquete.,No Vigente,20/01/2020,Presencial
Municipalidad de Ilopango,20200016  Libre gestión,100 LIBRAS DE CAFE EN PRESENTACIONES DE 1 LIBRA,No Vigente,20/01/2020,Presencial
Administración Nacional de Acueductos y Alcantarillados (ANDA),20200012  Libre gestión,"SUMINISTRO DE TANQUES PLÁSTICOS, PARA ABASTECIMIENTO DE AGUA POTABLE A DIFERENTES CENTROS EDUCATIVOS DE LAS REGIONES METROPOLITANA, CENTRAL, OCCIDENTAL Y ORIENTAL.",No Vigente,20/01/2020,Presencial
Administración Nacional de Acueductos y Alcantarillados (ANDA),20200013  Libre gestión,¿SUMINISTRO DE SULFATO DE COBRE PENTAHIDRATADO¿.,No Vigente,20/01/2020,Presencial
Instituto Salvadoreño de Formación Profesional (INSAFORP),20200012  Libre gestión,"SERVICIO DE CAPACITACIÓN DENOMINADO: ""DIPLOMADO Y CERTIFICACION PARA LOCUCION DE RADIO Y TV"", PARA UN MIEMBROS DE INSAFORP, A DESARROLLARSE LOS DIAS SABADOS DEL 18 DE ENERO AL 18 DE JULIO DE 2020, EN HORARIO DE 08:00 AM A 12:00 MD, EN LAS INSTALACIONES DE ASDER, SAN SALVADOR.",No Vigente,20/01/2020,Presencial
Municipalidad de San Salvador,20200048  Libre gestión,"SE REQUIEREN 56 GORRAS EN TELA MACK ARTHUR,(VER ARCHIVO ANEXO) ENVIAR COTIZACIONES PARA: ADMINISTRACIÓN GENERAL DE CEMENTERIOS DEL MUNICIPIO DE SAN SALVADOR, ATENCIÓN A: PATRICIA DE AYALA, CORREO: mpruiz@sansalvador.gob.sv.",No Vigente,20/01/2020,Presencial
"Hospital Nacional ""San Rafael"", Santa Tecla, La Libertad",20200011  Libre gestión,S/Cotización 22/2020 - Producto Químico,No Vigente,20/01/2020,Presencial
Municipalidad de San Cayetano Istepeque,20200003  Libre gestión,ADQUISICION DE HOJA TOPADORA,No Vigente,20/01/2020,Presencial
"Hospital Nacional ""Santa Gertrudis"", San Vicente",20200006  Libre gestión,COMPRA DE CARTUCHOS PARA IMPRESOR HP DE INYECCION Y LASSER,No Vigente,20/01/2020,Presencial
"Hospital Nacional ""San Juan de Dios"", San Miguel",CD-01/2020-HNSJDDSM  Contratación directa,"SERVICIOS DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA EQUIPOS EMISORES DE RAYOS X, PARA EL AÑO 2020",No Vigente,20/01/2020,Presencial
"Hospital Nacional de Niños ""Benjamín Bloom"", San Salvador",20200032  Libre gestión,BOLSAS PLASTICAS P/ ALIMENTACION PARENTE DE ETI-LE Y OTROS,No Vigente,20/01/2020,Presencial
"Hospital Nacional de Niños ""Benjamín Bloom"", San Salvador",20200029  Libre gestión,FRASCO DE VIDRIO BOCA ANCHA CON TAPON DE ROSCA CAPACIDAD 5 LITROS Y OTROS,No Vigente,20/01/2020,Presencial
Municipalidad de Ilopango,20200024  Libre gestión,1-CORNETA DE AIRE EQ 46,No Vigente,20/01/2020,Presencial
Instituto Nacional de Pensiones de los Empleados Públicos (INPEP),20200011  Libre gestión,SERVICIO DE TRANSPORTE PARA PERSONAS PENSIONADAS DE LA OFICINA DEPARTAMENTAL DE MORAZAN,No Vigente,20/01/2020,Presencial
Instituto Nacional de Pensiones de los Empleados Públicos (INPEP),20200008  Libre gestión,SERVICIO DE TRANSPORTE PARA PENSIONADOS DE SONSONATE,No Vigente,20/01/2020,Presencial
Municipalidad de Mejicanos,20200005  Libre gestión,"Compra e instalación de repuestos para equipo N° 04, placas N° 9464. Según detalle en archivo adjunto.",No Vigente,20/01/2020,Presencial
Municipalidad de Mejicanos,20200004  Libre gestión,"Sistema completo de embrague para equipo N° 78, placas N° 113-995, Marca International. segun detalle anexo.,",No Vigente,20/01/2020,Presencial
Dirección Municipal para la Gestión Sustentable de Desechos Sólidos,20200003  Libre gestión,"2-SERVICIO DE IMPRESIÓN DE LONAS BANNER PARA TOTEMS,SEGÚN ESPECIFICACIONES",No Vigente,20/01/2020,Presencial
"Hospital Nacional ""Dr. Juan José Fernández"", Zacamil, Mejicanos, San Salvador",20200031  Libre gestión,ELABORACION DE BANER,No Vigente,20/01/2020,Presencial
Instituto Salvadoreño del Seguro Social (ISSS),20200015  Libre gestión,"""SERVICIOS DE AUDIOMETRÍA Y TIMPANOMETRÍA PARA EL HOSPITAL REGIONAL DE SONSONATE Y UNIDAD MÉDICA DE SANTA ANA""",No Vigente,20/01/2020,Presencial
"Hospital Nacional de Niños ""Benjamín Bloom"", San Salvador",20200034  Libre gestión,"SERVICIO DE SOPORTE PREVENTIVO Y CORRECTIVO DE HARDWARE Y SOFTWARE, INFRA ESTRUCTURA DE RED (VER MAS DETALLES EN ARCHIVO ADJUNTO TDR)",No Vigente,20/01/2020,Presencial
Municipalidad de Metapán,20200012  Libre gestión,"MATERIALES DE FERRETERIA, PISO CERAMICO Y CIELO FALSO: PARA EL PROYECTO 20002 CONSTRUCCION DE CASA COMUNAL Y CONSTRUCCION DE SERVICIOS SANITARIOS EN MUNICIPIO DE METAPAN.",No Vigente,20/01/2020,Presencial
Municipalidad de San Luis La Herradura,20200046  Libre gestión,"COMPRA DE HERRAMIENTAS PARA MENEJO INTEGRAL DE DESECHOS SOLIDOS, SAN LUIS LA HERRADURA 2020",No Vigente,20/01/2020,Presencial
Municipalidad de Ilopango,20200021  Libre gestión,40-ALMUERZOS,No Vigente,20/01/2020,Presencial
Municipalidad de Ilopango,20200020  Libre gestión,100-REFRIGERIOS 2-CORONAS,No Vigente,20/01/2020,Presencial
Instituto Nacional de Pensiones de los Empleados Públicos (INPEP),20200010  Libre gestión,SERVICIO DE TRANSPORTE PARA PENSIONADOS DE AHUACHAPAN,No Vigente,20/01/2020,Presencial
Banco de Desarrollo de El Salvador (BANDESAL),20200040  Libre gestión,Servicios de Almacenamiento de Cintas de Respaldo,No Vigente,20/01/2020,Presencial
"Hospital Nacional ""Dr. Jorge Mazzini Villacorta"", Sonsonate",20200010  Libre gestión,"R/ 1 FOTOCOPIAS ( 60 EJEMPLARES EQUIVALENTE A 2,100 FOTOCOPIAS, ) NORMA TECNICA EN LACTANCIA MATERNA PARA HOSPITALES EDITORIAL DEL MINISTERIO DE SALUD EL SALVADOR",No Vigente,20/01/2020,Presencial
Municipalidad de San Salvador,20200047  Libre gestión,"SE REQUIERE 60 CAPAS PARA LLUVIA,(VER ARCHIVO ANEXO PARA ESPECIFICACIONES TECNICAS ) ENVIAR COTIZACIONES PARA: ADMINISTRACIÓN GENERAL DE CEMENTERIOS DEL MUNICIPIO DE SAN SALVADOR, ATENCIÓN A: PATRICIA DE AYALA, CORREO: mpruiz@sansalvador.gob.sv.",No Vigente,20/01/2020,Presencial
Municipalidad de San Salvador,20200044  Libre gestión,"SE REQUIEREN 46 CARAMAÑOLAS DE PLÁSTICO COLOR NEGROSE REQUIEREN 53 PARES DE BOTA DE HULE(VER ARCHIVO ANEXO) ENVIAR COTIZACIONES PARA: ADMINISTRACIÓN GENERAL DE CEMENTERIOS DEL MUNICIPIO DE SAN SALVADOR, ATENCIÓN A: PATRICIA DE AYALA, CORREO: mpruiz@sansalvador.gob.sv,",No Vigente,20/01/2020,Presencial
Municipalidad de San Antonio Del Monte,20200055  Libre gestión,"2 CEPILLOS DE MANO PARA SANITARIO, 5 GALONES DE ÁCIDO PH-1, 15 FARDOS DE PAPEL HIGIÉNICO, 2 BOTES DE ACEITE 3EN1 90 ML, 1 ROLLO DE CINTA DE PRECAUCIÓN AMARILLA",No Vigente,20/01/2020,Presencial
Municipalidad de Santa Tecla,20200001  Libre gestión,ADQUISICIÓN DE LICENCIAMIENTO DE LA PLATAFORMA ARCGIS,No Vigente,20/01/2020,Presencial
Municipalidad de Sensuntepeque,20200005  Libre gestión,SERVICIO DE ALQUILER DE MAQUINARIA DE TERRACERÍA (DOS CAMIONES CISTERNA Y RODO COMPACTADOR) PARA EL PROYECTO: 1° ETAPA DE REPARACIÓN Y BALASTADO DE LA SUPERFICIE DE RODAMIENTO DE CALLES RURALES Y URBANAS DEL MUNICIPIO DE SENSUNTEPEQUE DEPARTAMENTO DE CABAÑAS¿.,No Vigente,20/01/2020,Presencial
Instituto Nacional de los Deportes de El Salvador (INDES),20200010  Libre gestión,Servicio de alquiler de backing,No Vigente,20/01/2020,Presencial
Instituto Salvadoreño de Turismo (ISTU),20200007  Libre gestión,Adquisición de tres (3) mesas para comedor Adquisición de un (1) mueble de cocina con su respectiva alacena VER ANEXO,No Vigente,20/01/2020,Presencial
Municipalidad de San Antonio Del Monte,20200054  Libre gestión,"1 MANTENIMIENTO AL VEHÍCULO MAHINDRA COLOR PLATA, AÑO 2017 PICK UP 4X4 PLACAS N9670-2011, PROPIEDAD DE ESTA MUNICIPALIDAD",No Vigente,20/01/2020,Presencial
Municipalidad de Ilopango,20200017  Libre gestión,200 LIBRAS DE AZUCAR EN PRESENTACIONES DE 1 LIBRA,No Vigente,20/01/2020,Presencial
Ministerio de Economía (MINEC),DR-CAFTA LA 03/2020-MINEC  Licitación/Concurso,"""SUMINISTRO DE VALES DE CONSUMO DE SUPERMERCADO (TARJETAS ELECTRÓNICAS) PARA LA COMPRA DE PRODUCTOS DE LA CANASTA BÁSICA PARA EMPLEADOS DEL MINISTERIO DE ECONOMÍA¿",No Vigente,20/01/2020,Presencial
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),20200028  Libre gestión,1 proyector de ca¿on. Especificaciones: ca¿¿n de proyecci¿n con capacidad de 5000 l¿menes. wuxga.,No Vigente,20/01/2020,Presencial
Municipalidad de San Salvador,20200046  Libre gestión,"SE REQUIERE 2 PARES DE BOTAS DE AMARRAR PARA ELECTRICISTA,(VER ARCHIVO ANEXO) ENVIAR COTIZACIONES PARA: ADMINISTRACIÓN GENERAL DE CEMENTERIOS DEL MUNICIPIO DE SAN SALVADOR, ATENCIÓN A: PATRICIA DE AYALA, CORREO: mpruiz@sansalvador.gob.sv.",No Vigente,20/01/2020,Presencial
Asamblea Legislativa,20200005  Libre gestión,suminitro de mix de semillas,No Vigente,20/01/2020,Presencial
Municipalidad de Izalco,20200041  Libre gestión,compra de 20 estantes de 2.5 metros de alto x 1 metro de largo y 50 cm de fondo,No Vigente,20/01/2020,Presencial
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),20200020  Libre gestión,"Monitor, pantalla tipo HD de 30 pulgadas",No Vigente,20/01/2020,Presencial
"Hospital Nacional de la Mujer ""Doctora María Isabel Rodríguez""",20200011  Libre gestión,¿SUMINISTRO DE REPUESTOS Y ACCESORIOS PARA EL MANTENIMIENTO DE EQUIPO BÁSICO PARA EL AÑO 2020¿,No Vigente,20/01/2020,Presencial
Municipalidad de Metapán,20200015  Libre gestión,MATERIALES ELECTRICOS PARA EL PROYECTO 20002 REMODELACION DE CASA COMUNAL Y CONSTRUCCION DE SERVICIOS SANITARIOS EN MUNICIPIO DE METAPAN.,No Vigente,20/01/2020,Presencial
Instituto Salvadoreño de Turismo (ISTU),20200008  Libre gestión,Compra de Central Telefónica para Oficina Central -ISTU,No Vigente,20/01/2020,Presencial
Municipalidad de Ciudad Arce,20200002  Libre gestión,compra de materiales para el proyecto denominado: CONSTRUCCION DE CANCHA TECHADA DE BASQUETBALL PARA USOS MULTIPLES Y OBRAS COMPLEMENTARIAS EN CANTON SANTA ROSA.,No Vigente,20/01/2020,Presencial
Municipalidad de Ciudad Arce,20200001  Libre gestión,"COMPRA DE MATERIALES PARA PROYECTO DENOMINADO ADOQUINADO DE CALLE AL TANQUE SAN ANDRES 1, MUNICIPIO DE CIUDAD ARCE",No Vigente,20/01/2020,Presencial
Organismo Promotor de Exportaciones e Inversiones de El Salvador (PROESA),20200003  Libre gestión,"Suministro e Instalación de Tabla Roca, Zócalo y Otros.",No Vigente,20/01/2020,Presencial
Instituto Salvadoreño para el Desarrollo Integral de la Niñez y la Adolescencia (ISNA),20200011  Libre gestión,"compra de tortillas de maíz, para el Hogar Adalberto Guirola",No Vigente,20/01/2020,Presencial
Municipalidad de San Luis La Herradura,20200067  Libre gestión,"SERVICIO DE REPARACION DE CAMION PARA MANEJO INTEGRAL DE DESECHOS SOLIDOS, SAN LUIS LA HERRADURA",No Vigente,20/01/2020,Presencial
Organismo Promotor de Exportaciones e Inversiones de El Salvador (PROESA),20200005  Libre gestión,Base de Datos con Información Sectorial Especializada para diversas industrias en Estados Unidos,No Vigente,20/01/2020,Presencial
Organismo Promotor de Exportaciones e Inversiones de El Salvador (PROESA),20200004  Libre gestión,Adquisición de Cuadros de Fotografías de Presidente de la República y Primera Dama,No Vigente,20/01/2020,Presencial
Municipalidad de Soyapango,20200014  Libre gestión,SERVICIO DE CONCIERTO MUSICAL PARA EL EVENTO DE 477 AÑOS DEL MUNICIPIO DE SOYAPANGO,No Vigente,20/01/2020,Presencial
Centro Internacional de Ferias y Convenciones de El Salvador (CIFCO),20200024  Libre gestión,L.G. 019/2020 ALQUILER DE DOS MONTACARGAS DURANTE 10 DÍAS POR CONTINGENCIA DE AGUA,No Vigente,19/01/2020,Presencial
Municipalidad de Ahuachapán,20200019  Libre gestión,Suministro de Repuestos y/o accesorios para reparación vehículos,No Vigente,18/01/2020,Presencial
Fiscalía General de la República (FGR),20200012  Libre gestión,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CAMBIO DE ACEITE DE LA CAJA REDUCTORA DEL ELEVADOR MARCA SAKURA DE LA OFICINA FISCAL DE SAN MIGUEL,No Vigente,18/01/2020,Presencial
Municipalidad de Nejapa,20200005  Libre gestión,MATERIALES DE CONSTRUCCION,No Vigente,18/01/2020,Presencial
Consejo Nacional de la Judicatura,20200052  Libre gestión,SERVICIO E INSTALACION DE UN PUNTO DE FAX,No Vigente,17/01/2020,Presencial
Consejo Nacional de la Judicatura,20200065  Libre gestión,SERVICIO DE EMPASTADOS DE ACTAS,No Vigente,17/01/2020,Presencial
Municipalidad San José Ojos de Agua,20200017  Libre gestión,INSUMOS ALIMENTICIOS,No Vigente,17/01/2020,Presencial
Instituto de Garantía de Depósitos (IGD),20200004  Libre gestión,ALMACENAJE Y CUSTODIA DE DOCUMENTOS IGD,No Vigente,17/01/2020,Presencial
Fondo Social para la Vivienda (FSV),20200047  Libre gestión,"Publicación en periódico impreso de circulación nacional para lunes 20 de enero de 2020, en medidas 3x4"", color blanco y negro, en sección Licitaciones sobre Aviso de Licitación Pública N° FSV-04/2020 ""SERVICIOS DE SEGURIDAD PARA EL FSV"", de acuerdo a texto adjunto. La Unidad de Comunicaciones y Publicidad proporcionará la línea gráfica al proveedor que resulte adjudicado",No Vigente,17/01/2020,Presencial
Municipalidad de Santa Isabel Ishuatán,20200024  Libre gestión,SERVICIOS DE MECÁNICO PARA EL CAMIÓN RECOLECTOR DE BASURA,No Vigente,17/01/2020,Presencial
Superintendencia de Competencia (SC),20200047  Libre gestión,"Inscripción al Diplomado en ley de Procedimientos Administrativos, impartido por la Universidad Centroamérica José Simeón Cañas UCA, para Iliana Barillas de García",No Vigente,17/01/2020,Presencial
"Hospital Nacional ""Arturo Morales"", Metapán, Santa Ana",20200010  Libre gestión,COMPRA DE HERRAMIENTAS PARA EL AREA DE INFORMATICA. (SE ANEXA LISTADO),No Vigente,17/01/2020,Presencial
Banco Central de Reserva de El Salvador (BCR),20200024  Libre gestión,"Servicios de renovación de licencias del software MATLAB, para el año 2020",No Vigente,17/01/2020,Presencial
Municipalidad de Tecoluca,20200002  Libre gestión,"20 UNIFORMES DE FUTBOL DEPORTIVOS TALLA ""M"", SUBLIMADO",No Vigente,17/01/2020,Presencial
Banco de Fomento Agropecuario (BFA),20200066  Libre gestión,MATERIALES ELECTRICOS PARA CONSTRUCCIÓN DE DUCTERIA EN DIFERENTES AREAS DE OFICINA CENTRAL.,No Vigente,17/01/2020,Presencial
Instituto de Garantía de Depósitos (IGD),20200003  Libre gestión,INSTALACIONES Y ALIMENTOS SESIONES DE ORGANOS DE DIRECCION,No Vigente,17/01/2020,Presencial
Municipalidad de Santa Isabel Ishuatán,20200025  Libre gestión,SERVICIOS DE ARRENDAMIENTO DE 1 CAMIÓN PARA RECOLECTAR LA BASURA,No Vigente,17/01/2020,Presencial
Municipalidad de San Luis La Herradura,20200035  Libre gestión,COMPRA DE PAPELERIA E INSUMOS DE OFICINA,No Vigente,17/01/2020,Presencial
Municipalidad de Tonacatepeque,20200008  Libre gestión,MATERIALES PARA EL PROYECTO CONCRETEADO CALLE PRINCIPAL ALTOS DE LAS FLORES. VER ARCHIVO ADJUNTO,No Vigente,17/01/2020,Presencial
Consejo Salvadoreño del Café (CSC),20200015  Libre gestión,Compra de agua,No Vigente,17/01/2020,Presencial
